test_suite,test_name,smell,metric_value
test_api.py,test_completion_on_complex_literals,Assertion Roullete,3
test_api.py,test_goto_non_name,Assertion Roullete,3
test_api.py,test_infer_on_generator,Assertion Roullete,2
test_api.py,test_get_line_code,Assertion Roullete,2
test_api.py,test_get_line_code_on_builtin,Assertion Roullete,3
test_api.py,test_goto_follow_imports,Assertion Roullete,7
test_api.py,test_goto_definition_cursor,Assertion Roullete,4
test_api.py,test_goto_follow_builtin_imports,Assertion Roullete,2
test_api.py,test_math_fuzzy_completion,Assertion Roullete,2
test_api.py,test_goto_on_string,Assertion Roullete,2
test_api.py,test_multi_goto,Assertion Roullete,2
test_api.py,test_infer_after_parentheses,Assertion Roullete,2
test_interpreter.py,test_builtin_details,Assertion Roullete,4
test_interpreter.py,test_property_error_oldstyle,Assertion Roullete,2
test_interpreter.py,test_property_error_newstyle,Assertion Roullete,2
test_interpreter.py,test_completion_params,Assertion Roullete,2
test_interpreter.py,test_completion_param_annotations,Assertion Roullete,6
test_interpreter.py,test_keyword_argument,Assertion Roullete,3
test_interpreter.py,test_more_complex_instances,Assertion Roullete,2
test_interpreter.py,test_repr_execution_issue,Assertion Roullete,2
test_interpreter.py,test_dir_magic_method,Assertion Roullete,7
test_interpreter.py,test_partial_signatures,Assertion Roullete,3
test_interpreter.py,test_negate,Assertion Roullete,2
test_project.py,test_django_default_project,Assertion Roullete,5
test_full_name.py,test_sub_module,Assertion Roullete,2
test_full_name.py,test_os_path,Assertion Roullete,2
test_full_name.py,test_param_name,Assertion Roullete,2
test_full_name.py,test_variable_in_func,Assertion Roullete,2
test_classes.py,test_param_docstring,Assertion Roullete,2
test_classes.py,test_position_none_if_builtin,Assertion Roullete,3
test_classes.py,test_functions_should_have_params,Assertion Roullete,2
test_classes.py,test_signature_params,Assertion Roullete,2
test_classes.py,test_is_definition,Assertion Roullete,2
test_classes.py,test_parent,Assertion Roullete,3
test_classes.py,test_parent_on_function,Assertion Roullete,2
test_classes.py,test_parent_on_completion_and_else,Assertion Roullete,12
test_classes.py,test_parent_on_closure,Assertion Roullete,8
test_classes.py,test_parent_on_comprehension,Assertion Roullete,4
test_classes.py,test_type,Assertion Roullete,3
test_classes.py,test_class_types,Assertion Roullete,2
test_classes.py,test_goto_repetition,Assertion Roullete,2
test_classes.py,test_class_call,Assertion Roullete,3
test_classes.py,test_import,Assertion Roullete,18
test_classes.py,test_import_alias,Assertion Roullete,13
test_classes.py,test_added_equals_to_params,Assertion Roullete,9
test_classes.py,test_builtin_module_with_path,Assertion Roullete,5
test_classes.py,test_execute,Assertion Roullete,2
test_classes.py,test_inheritance_module_path,Assertion Roullete,3
test_classes.py,test_definition_goto_follow_imports,Assertion Roullete,8
test_classes.py,test_definition_start_end_position,Assertion Roullete,2
test_completion.py,test_in_empty_space,Assertion Roullete,2
test_completion.py,test_keyword_value,Assertion Roullete,2
test_completion.py,test_points_in_completion,Assertion Roullete,2
test_completion.py,test_in_comment,Assertion Roullete,2
test_completion.py,test_async,Assertion Roullete,2
test_completion.py,test_function_param_usage,Assertion Roullete,6
test_completion.py,test_file_path_completions,Assertion Roullete,2
test_completion.py,test_completion_cache,Assertion Roullete,8
test_environment.py,test_find_system_environments,Assertion Roullete,4
test_environment.py,test_versions,Assertion Roullete,2
test_environment.py,test_load_module,Assertion Roullete,2
test_error_correction.py,test_error_correction_with,Assertion Roullete,2
test_error_correction.py,test_decorator_string_issue,Assertion Roullete,2
